sp_notation,determinand,n_observations
SW-50951082,2930,1
SW-50951082,2931,1
SW-50951082,2932,1
SW-50951082,2933,1
SW-50951082,2934,1
SW-50951085,0061,51
SW-50951085,0076,51
SW-50951085,0077,50
SW-50951085,0085,24
SW-50951085,0111,50
SW-50951085,0116,50
SW-50951085,0117,50
SW-50951085,0118,50
SW-50951085,0119,50
SW-50951085,0162,50
SW-50951085,0180,50
SW-50951085,7668,3
SW-50951085,9901,51
SW-50951085,9924,51
SW-50958888,0061,14
SW-50958888,0076,32
SW-50958888,0077,4
SW-50958888,0085,57
SW-50958888,0092,31
SW-50958888,0111,58
SW-50958888,0116,49
SW-50958888,0117,6
SW-50958888,0118,29
SW-50958888,0119,12
SW-50958888,0135,46
SW-50958888,0162,1
SW-50958888,0166,4
SW-50958888,0172,56
SW-50958888,0180,49
SW-50958888,0212,4
SW-50958888,0216,4
SW-50958888,0246,4
SW-50958888,0254,4
SW-50958888,0258,4
SW-50958888,0270,4
SW-50958888,0329,4
SW-50958888,0349,4
SW-50958888,0357,4
SW-50958888,0376,4
SW-50958888,0430,4
SW-50958888,0603,4
SW-50958888,0664,13
SW-50958888,0666,3
SW-50958888,0715,4
SW-50958888,0737,4
SW-50958888,0766,4
SW-50958888,0768,4
SW-50958888,1012,4
SW-50958888,1188,4
SW-50958888,3106,1
SW-50958888,3143,4
SW-50958888,3146,4
SW-50958888,3149,4
SW-50958888,3152,4
SW-50958888,3155,4
SW-50958888,3158,4
SW-50958888,3161,4
SW-50958888,3372,3
SW-50958888,3557,4
SW-50958888,3680,4
SW-50958888,3681,4
SW-50958888,3682,4
SW-50958888,3794,4
SW-50958888,3798,4
SW-50958888,3800,4
SW-50958888,3804,4
SW-50958888,3846,4
SW-50958888,3865,4
SW-50958888,3866,4
SW-50958888,4382,4
SW-50958888,4383,4
SW-50958888,4797,4
SW-50958888,4809,4
SW-50958888,4927,4
SW-50958888,5331,4
SW-50958888,5729,4
SW-50958888,6396,14
SW-50958888,6400,4
SW-50958888,6450,1
SW-50958888,6455,1
SW-50958888,6515,1
SW-50958888,7221,4
SW-50958888,7259,4
SW-50958888,7303,4
SW-50958888,7337,4
SW-50958888,7347,4
SW-50958888,7434,56
SW-50958888,7771,4
SW-50958888,7781,4
SW-50958888,8115,4
SW-50958888,8116,4
SW-50958888,8313,4
SW-50958888,8314,4
SW-50958888,8315,4
SW-50958888,8316,4
SW-50958888,8317,4
SW-50958888,8318,4
SW-50958888,8319,4
SW-50958888,8320,4
SW-50958888,8321,4
SW-50958888,8382,4
SW-50958888,8394,4
SW-50958888,8453,4
SW-50958888,8729,4
SW-50958888,8730,4
SW-50958888,8731,4
SW-50958888,8733,4
SW-50958888,8735,4
SW-50958888,8736,4
SW-50958888,8742,4
SW-50958888,8755,4
SW-50958888,8776,4
SW-50958888,8974,4
SW-50958888,8976,4
SW-50958888,8977,4
SW-50958888,9337,4
SW-50958888,9357,4
SW-50958888,9589,4
SW-50958888,9901,32
SW-50958888,9924,4
SW-50958888,9942,4
SW-50958888,9987,4
SW-50959901,2927,2
SW-50959901,2928,2
SW-50959901,2929,2
SW-50959901,2930,2
SW-50959901,2931,2
SW-50959901,2932,2
SW-50959901,2933,2
SW-50959901,2934,2
SW-50959999,0050,11
SW-50959999,0052,6
SW-50959999,0061,23
SW-50959999,0062,5
SW-50959999,0072,1
SW-50959999,0076,16
SW-50959999,0077,1
SW-50959999,0085,37
SW-50959999,0092,23
SW-50959999,0099,5
SW-50959999,0103,6
SW-50959999,0104,1
SW-50959999,0105,6
SW-50959999,0106,6
SW-50959999,0108,11
SW-50959999,0111,48
SW-50959999,0116,34
SW-50959999,0117,22
SW-50959999,0118,25
SW-50959999,0119,5
SW-50959999,0135,24
SW-50959999,0158,5
SW-50959999,0162,5
SW-50959999,0166,9
SW-50959999,0172,47
SW-50959999,0180,32
SW-50959999,0182,5
SW-50959999,0183,5
SW-50959999,0192,6
SW-50959999,0207,5
SW-50959999,0211,5
SW-50959999,0216,30
SW-50959999,0220,21
SW-50959999,0235,5
SW-50959999,0237,5
SW-50959999,0238,21
SW-50959999,0239,5
SW-50959999,0241,5
SW-50959999,0246,30
SW-50959999,0254,30
SW-50959999,0270,30
SW-50959999,0288,21
SW-50959999,0325,21
SW-50959999,0329,30
SW-50959999,0348,1
SW-50959999,0357,30
SW-50959999,0376,30
SW-50959999,0380,9
SW-50959999,0404,30
SW-50959999,0422,9
SW-50959999,0426,21
SW-50959999,0430,30
SW-50959999,0461,1
SW-50959999,0462,1
SW-50959999,0463,2
SW-50959999,0483,1
SW-50959999,0487,1
SW-50959999,0491,1
SW-50959999,0495,1
SW-50959999,0499,1
SW-50959999,0511,1
SW-50959999,0539,1
SW-50959999,0543,1
SW-50959999,0551,1
SW-50959999,0555,1
SW-50959999,0559,1
SW-50959999,0562,1
SW-50959999,0576,1
SW-50959999,0581,1
SW-50959999,0666,1
SW-50959999,0729,1
SW-50959999,1012,9
SW-50959999,1181,4
SW-50959999,1183,23
SW-50959999,2348,2
SW-50959999,3028,4
SW-50959999,3106,38
SW-50959999,3164,11
SW-50959999,3170,5
SW-50959999,3267,5
SW-50959999,3372,29
SW-50959999,3401,23
SW-50959999,3408,6
SW-50959999,3409,6
SW-50959999,3410,6
SW-50959999,3458,1
SW-50959999,3461,29
SW-50959999,3549,9
SW-50959999,3683,1
SW-50959999,3722,2
SW-50959999,4017,1
SW-50959999,4019,1
SW-50959999,4873,1
SW-50959999,4875,1
SW-50959999,4910,1
SW-50959999,4911,1
SW-50959999,4912,1
SW-50959999,4913,1
SW-50959999,4914,1
SW-50959999,5000,3
SW-50959999,5530,21
SW-50959999,5531,21
SW-50959999,5532,21
SW-50959999,5533,21
SW-50959999,5534,21
SW-50959999,5535,21
SW-50959999,5536,21
SW-50959999,5537,21
SW-50959999,5538,21
SW-50959999,5539,21
SW-50959999,5540,21
SW-50959999,5541,21
SW-50959999,5542,21
SW-50959999,5543,21
SW-50959999,5544,21
SW-50959999,5545,21
SW-50959999,5546,21
SW-50959999,5547,21
SW-50959999,5549,21
SW-50959999,6037,5
SW-50959999,6045,6
SW-50959999,6046,7
SW-50959999,6050,5
SW-50959999,6051,10
SW-50959999,6057,5
SW-50959999,6396,10
SW-50959999,6423,28
SW-50959999,6450,6
SW-50959999,6452,11
SW-50959999,6453,1
SW-50959999,6455,11
SW-50959999,6458,5
SW-50959999,6460,5
SW-50959999,6462,11
SW-50959999,6485,1
SW-50959999,6515,28
SW-50959999,6648,1
SW-50959999,6666,1
SW-50959999,6882,1
SW-50959999,6883,1
SW-50959999,6884,1
SW-50959999,7202,1
SW-50959999,7331,1
SW-50959999,7337,9
SW-50959999,7434,34
SW-50959999,7608,2
SW-50959999,7609,17
SW-50959999,7612,10
SW-50959999,7629,1
SW-50959999,8342,1
SW-50959999,8394,9
SW-50959999,8430,11
SW-50959999,8473,22
SW-50959999,8474,22
SW-50959999,8475,22
SW-50959999,8477,1
SW-50959999,8479,1
SW-50959999,8511,2
SW-50959999,8694,1
SW-50959999,8695,1
SW-50959999,8776,9
SW-50959999,8981,22
SW-50959999,8983,22
SW-50959999,8984,22
SW-50959999,9197,1
SW-50959999,9199,1
SW-50959999,9258,1
SW-50959999,9494,1
SW-50959999,9589,1
SW-50959999,9596,1
SW-50959999,9768,1
SW-50959999,9769,1
SW-50959999,9770,1
SW-50959999,9771,1
SW-50959999,9772,1
SW-50959999,9773,1
SW-50959999,9774,1
SW-50959999,9856,1
SW-50959999,9857,1
SW-50959999,9901,13
SW-50959999,9924,10
SW-50959999,9933,28
SW-50959999,9942,9
SW-50959999,9943,1
SW-50959999,9993,1
SW-6WXE0529,2927,1
SW-6WXE0529,2928,1
SW-6WXE0529,2929,1
SW-6WXE0529,2930,1
SW-6WXE0529,2931,1
SW-6WXE0529,2932,1
SW-6WXE0529,2933,1
SW-6WXE0529,2934,1
SW-C0538000,0061,288
SW-C0538000,0062,1
SW-C0538000,0076,290
SW-C0538000,0077,196
SW-C0538000,0085,117
SW-C0538000,0111,288
SW-C0538000,0113,24
SW-C0538000,0114,24
SW-C0538000,0116,279
SW-C0538000,0117,279
SW-C0538000,0118,288
SW-C0538000,0119,288
SW-C0538000,0135,166
SW-C0538000,0158,46
SW-C0538000,0162,271
SW-C0538000,0163,6
SW-C0538000,0164,6
SW-C0538000,0180,278
SW-C0538000,0192,43
SW-C0538000,0211,58
SW-C0538000,0237,46
SW-C0538000,0241,46
SW-C0538000,0348,24
SW-C0538000,0664,132
SW-C0538000,1183,99
SW-C0538000,2348,13
SW-C0538000,3021,32
SW-C0538000,3023,33
SW-C0538000,3267,101
SW-C0538000,3683,78
SW-C0538000,3722,13
SW-C0538000,3723,13
SW-C0538000,4865,1
SW-C0538000,4926,1
SW-C0538000,6450,166
SW-C0538000,6455,166
SW-C0538000,6515,6
SW-C0538000,6841,132
SW-C0538000,9686,24
SW-C0538000,9901,288
SW-C0538000,9924,288
SW-C0844000,0061,219
SW-C0844000,0072,237
SW-C0844000,0085,246
SW-C0844000,0111,246
SW-C0844000,0135,247
SW-C0844000,1183,75
SW-C0844000,3021,43
SW-C0844000,3267,69
SW-C0844000,3527,1
SW-C0844000,6396,248
SW-C0844000,6515,8
SW-C0844000,7668,1
SW-C0844000,9901,218
SW-C4005700,0061,2
SW-C4005700,0085,5
SW-C4005700,0111,5
SW-C4005700,0116,2
SW-C4005700,0117,2
SW-C4005700,0118,2
SW-C4005700,0135,5
SW-C4005700,0172,2
SW-C4005700,0180,2
SW-C4005700,1181,2
SW-C4005700,1183,2
SW-C4005700,3267,5
SW-C4005700,6515,2
SW-C7010000,0061,276
SW-C7010000,0111,19
SW-C7010000,0135,273
SW-C7010000,0180,38
SW-C7010000,0192,9
SW-C7010000,0535,111
SW-C7010000,0911,48
SW-C7010000,1183,99
SW-C7010000,3267,98
SW-C7010000,6455,273
SW-C7010000,6515,11
SW-C7010000,7668,3
SW-C7018000,0050,1
SW-C7018000,0061,59
SW-C7018000,0108,1
SW-C7018000,0135,59
SW-C7018000,0180,1
SW-C7018000,0535,7
SW-C7018000,0911,7
SW-C7018000,1183,87
SW-C7018000,3164,1
SW-C7018000,3267,97
SW-C7018000,6050,1
SW-C7018000,6057,1
SW-C7018000,6452,1
SW-C7018000,6455,60
SW-C7018000,6462,1
SW-C7018000,6515,10
SW-C7018000,7668,114
SW-C7019001,0050,4
SW-C7019001,0061,125
SW-C7019001,0108,4
SW-C7019001,0135,128
SW-C7019001,0180,9
SW-C7019001,0192,5
SW-C7019001,0535,21
SW-C7019001,0911,7
SW-C7019001,1183,63
SW-C7019001,3164,4
SW-C7019001,3267,69
SW-C7019001,6050,4
SW-C7019001,6057,4
SW-C7019001,6452,4
SW-C7019001,6455,129
SW-C7019001,6462,4
SW-C7019001,7668,60
SW-C7021001,0061,92
SW-C7021001,0135,92
SW-C7021001,0180,8
SW-C7021001,0192,8
SW-C7021001,1183,59
SW-C7021001,3267,68
SW-C7021001,6455,92
SW-C7021001,7668,78
SW-C7022000,0050,15
SW-C7022000,0061,122
SW-C7022000,0108,15
SW-C7022000,0135,121
SW-C7022000,0180,41
SW-C7022000,0535,77
SW-C7022000,0911,49
SW-C7022000,1183,99
SW-C7022000,3164,15
SW-C7022000,3267,92
SW-C7022000,3527,1
SW-C7022000,6050,15
SW-C7022000,6057,15
SW-C7022000,6452,15
SW-C7022000,6455,122
SW-C7022000,6462,15
SW-C7022000,6515,8
SW-C7022000,7668,129
SW-C7022001,0050,1
SW-C7022001,0061,51
SW-C7022001,0108,1
SW-C7022001,0135,50
SW-C7022001,0180,12
SW-C7022001,0535,8
SW-C7022001,0911,1
SW-C7022001,1183,5
SW-C7022001,3164,1
SW-C7022001,3267,5
SW-C7022001,6050,1
SW-C7022001,6057,1
SW-C7022001,6452,1
SW-C7022001,6455,51
SW-C7022001,6462,1
SW-C7022001,7668,130
SW-GWECO142,0076,3
SW-GWECO142,0077,3
SW-GWECO142,0099,2
SW-GWECO142,0116,1
SW-GWECO142,0117,1
SW-GWECO142,0118,2
SW-GWECO142,0301,3
SW-GWECO142,3169,3
SW-GWECO142,9901,3
SW-GWECO142,9924,3
SW-GWECO142,9943,2
SW-GWECO143,0076,3
SW-GWECO143,0077,3
SW-GWECO143,0099,1
SW-GWECO143,0116,1
SW-GWECO143,0117,1
SW-GWECO143,0118,2
SW-GWECO143,0301,3
SW-GWECO143,3169,3
SW-GWECO143,9901,3
SW-GWECO143,9924,3
SW-GWECO143,9943,2
SW-GWECO145,0076,3
SW-GWECO145,0077,3
SW-GWECO145,0099,2
SW-GWECO145,0116,1
SW-GWECO145,0117,1
SW-GWECO145,0118,2
SW-GWECO145,0301,3
SW-GWECO145,3169,3
SW-GWECO145,9901,3
SW-GWECO145,9924,3
SW-GWECO145,9943,2
SW-GWW18D01,0050,1
SW-GWW18D01,0052,1
SW-GWW18D01,0061,1
SW-GWW18D01,0076,1
SW-GWW18D01,0077,1
SW-GWW18D01,0103,1
SW-GWW18D01,0106,1
SW-GWW18D01,0108,1
SW-GWW18D01,0111,1
SW-GWW18D01,0116,1
SW-GWW18D01,0117,1
SW-GWW18D01,0118,1
SW-GWW18D01,0158,1
SW-GWW18D01,0162,1
SW-GWW18D01,0171,1
SW-GWW18D01,0172,1
SW-GWW18D01,0175,1
SW-GWW18D01,0177,1
SW-GWW18D01,0179,1
SW-GWW18D01,0180,1
SW-GWW18D01,0182,1
SW-GWW18D01,0183,1
SW-GWW18D01,0192,1
SW-GWW18D01,0205,1
SW-GWW18D01,0207,1
SW-GWW18D01,0209,1
SW-GWW18D01,0211,1
SW-GWW18D01,0235,1
SW-GWW18D01,0237,1
SW-GWW18D01,0239,1
SW-GWW18D01,0241,1
SW-GWW18D01,0301,1
SW-GWW18D01,3164,1
SW-GWW18D01,3377,1
SW-GWW18D01,3386,1
SW-GWW18D01,3408,1
SW-GWW18D01,3409,1
SW-GWW18D01,3410,1
SW-GWW18D01,3878,1
SW-GWW18D01,4201,1
SW-GWW18D01,4820,1
SW-GWW18D01,4821,1
SW-GWW18D01,4822,1
SW-GWW18D01,6037,1
SW-GWW18D01,6045,1
SW-GWW18D01,6047,1
SW-GWW18D01,6050,1
SW-GWW18D01,6051,1
SW-GWW18D01,6057,1
SW-GWW18D01,6059,1
SW-GWW18D01,6062,1
SW-GWW18D01,6063,1
SW-GWW18D01,6064,1
SW-GWW18D01,6450,1
SW-GWW18D01,6452,1
SW-GWW18D01,6455,1
SW-GWW18D01,6458,1
SW-GWW18D01,6460,1
SW-GWW18D01,6462,1
SW-GWW18D01,6693,1
SW-GWW18D01,7016,1
SW-GWW18D01,7044,1
SW-GWW18D01,7859,1
SW-GWW18D01,8062,1
SW-GWW18D01,9446,1
SW-GWW18D01,9447,1
SW-GWW18D01,9584,1
SW-GWW18D01,9901,1
SW-GWW18D01,9924,1
SW-GWW18D02,0050,1
SW-GWW18D02,0052,1
SW-GWW18D02,0061,1
SW-GWW18D02,0076,1
SW-GWW18D02,0077,1
SW-GWW18D02,0103,1
SW-GWW18D02,0106,1
SW-GWW18D02,0108,1
SW-GWW18D02,0111,1
SW-GWW18D02,0116,1
SW-GWW18D02,0117,1
SW-GWW18D02,0118,1
SW-GWW18D02,0158,1
SW-GWW18D02,0162,1
SW-GWW18D02,0171,1
SW-GWW18D02,0172,1
SW-GWW18D02,0175,1
SW-GWW18D02,0177,1
SW-GWW18D02,0179,1
SW-GWW18D02,0180,1
SW-GWW18D02,0182,1
SW-GWW18D02,0183,1
SW-GWW18D02,0192,1
SW-GWW18D02,0205,1
SW-GWW18D02,0207,1
SW-GWW18D02,0209,1
SW-GWW18D02,0211,1
SW-GWW18D02,0235,1
SW-GWW18D02,0237,1
SW-GWW18D02,0239,1
SW-GWW18D02,0241,1
SW-GWW18D02,0301,1
SW-GWW18D02,3164,1
SW-GWW18D02,3377,1
SW-GWW18D02,3386,1
SW-GWW18D02,3408,1
SW-GWW18D02,3409,1
SW-GWW18D02,3410,1
SW-GWW18D02,3878,1
SW-GWW18D02,4201,1
SW-GWW18D02,4820,1
SW-GWW18D02,4821,1
SW-GWW18D02,4822,1
SW-GWW18D02,6037,1
SW-GWW18D02,6045,1
SW-GWW18D02,6047,1
SW-GWW18D02,6050,1
SW-GWW18D02,6051,1
SW-GWW18D02,6057,1
SW-GWW18D02,6059,1
SW-GWW18D02,6062,1
SW-GWW18D02,6063,1
SW-GWW18D02,6064,1
SW-GWW18D02,6450,1
SW-GWW18D02,6452,1
SW-GWW18D02,6455,1
SW-GWW18D02,6458,1
SW-GWW18D02,6460,1
SW-GWW18D02,6462,1
SW-GWW18D02,6693,1
SW-GWW18D02,7016,1
SW-GWW18D02,7044,1
SW-GWW18D02,7859,1
SW-GWW18D02,8062,1
SW-GWW18D02,9446,1
SW-GWW18D02,9447,1
SW-GWW18D02,9584,1
SW-GWW18D02,9901,1
SW-GWW18D02,9924,1
SW-GWW18D08,0061,1
SW-GWW18D08,0076,1
SW-GWW18D08,0077,1
SW-GWW18D08,0111,1
SW-GWW18D08,0116,1
SW-GWW18D08,0117,1
SW-GWW18D08,0118,1
SW-GWW18D08,0162,1
SW-GWW18D08,0172,1
SW-GWW18D08,0180,1
SW-GWW18D08,0182,1
SW-GWW18D08,0301,1
SW-GWW18D08,8062,1
SW-GWW18D08,9584,1
SW-GWW18D08,9901,1
SW-GWW18D08,9924,1
SW-GWW18S12,7332,1
SW-LSN0030,0061,27
SW-LSN0030,0072,27
SW-LSN0030,0076,27
SW-LSN0030,0077,27
SW-LSN0030,0162,27
SW-LSN0030,0301,26
SW-LSN0030,0348,27
SW-LSN0030,4574,5
SW-LSN0030,6485,27
SW-LSN0030,7190,27
SW-LSN0030,7668,1
SW-LSN0030,7867,27
SW-LSN0030,7887,25
SW-LSN0030,9686,27
SW-LSN0030,9856,27
SW-LSN0030,9857,27
SW-LSN0030,9901,27
SW-LSN0030,9943,27
SW-LSN0030,9993,27
SW-LSN366,0061,14
SW-LSN366,0072,13
SW-LSN366,0076,14
SW-LSN366,0077,14
SW-LSN366,0162,14
SW-LSN366,0301,13
SW-LSN366,0348,14
SW-LSN366,4574,3
SW-LSN366,6485,14
SW-LSN366,7190,14
SW-LSN366,7867,14
SW-LSN366,7887,11
SW-LSN366,9686,14
SW-LSN366,9856,14
SW-LSN366,9857,14
SW-LSN366,9901,14
SW-LSN366,9943,14
SW-LSN366,9993,14
SW-PLHABOUT,0061,5
SW-PLHABOUT,0076,5
SW-PLHABOUT,0077,5
SW-PLHABOUT,2896,1
SW-PLHABOUT,4925,5
SW-PLHABOUT,6485,5
SW-PLHABOUT,9853,5
SW-PLHABOUT,9856,5
SW-PLHABOUT,9857,5
SW-PLHABOUT,9901,5
SW-PLHABOUT,9924,5
SW-PLHABOUT,9943,5
SW-PLHABOUT,9993,5
SW-RSN0029,0052,21
SW-RSN0029,0061,21
SW-RSN0029,0062,1
SW-RSN0029,0073,18
SW-RSN0029,0076,21
SW-RSN0029,0077,21
SW-RSN0029,0106,21
SW-RSN0029,0111,20
SW-RSN0029,0116,20
SW-RSN0029,0117,20
SW-RSN0029,0118,20
SW-RSN0029,0119,20
SW-RSN0029,0158,20
SW-RSN0029,0162,21
SW-RSN0029,0163,20
SW-RSN0029,0172,21
SW-RSN0029,0180,20
SW-RSN0029,0182,20
SW-RSN0029,0205,20
SW-RSN0029,0209,20
SW-RSN0029,0235,20
SW-RSN0029,0239,20
SW-RSN0029,0301,20
SW-RSN0029,0348,16
SW-RSN0029,0714,20
SW-RSN0029,0731,20
SW-RSN0029,0733,20
SW-RSN0029,0736,20
SW-RSN0029,0746,20
SW-RSN0029,3004,21
SW-RSN0029,3007,21
SW-RSN0029,3086,21
SW-RSN0029,3117,21
SW-RSN0029,3118,21
SW-RSN0029,3130,21
SW-RSN0029,3341,21
SW-RSN0029,3377,21
SW-RSN0029,3399,21
SW-RSN0029,3400,21
SW-RSN0029,3408,21
SW-RSN0029,3409,21
SW-RSN0029,3410,21
SW-RSN0029,3475,21
SW-RSN0029,3545,21
SW-RSN0029,3546,21
SW-RSN0029,3547,21
SW-RSN0029,3548,21
SW-RSN0029,3549,21
SW-RSN0029,3550,21
SW-RSN0029,3551,21
SW-RSN0029,3552,21
SW-RSN0029,3555,21
SW-RSN0029,3790,21
SW-RSN0029,3791,21
SW-RSN0029,3792,21
SW-RSN0029,3811,21
SW-RSN0029,3878,21
SW-RSN0029,3925,7
SW-RSN0029,4064,21
SW-RSN0029,4065,21
SW-RSN0029,4201,20
SW-RSN0029,4820,21
SW-RSN0029,4821,21
SW-RSN0029,4822,21
SW-RSN0029,4994,20
SW-RSN0029,5042,21
SW-RSN0029,5047,21
SW-RSN0029,5050,21
SW-RSN0029,5446,18
SW-RSN0029,5732,19
SW-RSN0029,5889,20
SW-RSN0029,6037,21
SW-RSN0029,6399,20
SW-RSN0029,6449,21
SW-RSN0029,6450,21
SW-RSN0029,6458,21
SW-RSN0029,6460,21
SW-RSN0029,6620,21
SW-RSN0029,6671,21
SW-RSN0029,6672,21
SW-RSN0029,6673,21
SW-RSN0029,6693,20
SW-RSN0029,6724,20
SW-RSN0029,6760,21
SW-RSN0029,6955,20
SW-RSN0029,6971,21
SW-RSN0029,6972,21
SW-RSN0029,6980,21
SW-RSN0029,6987,21
SW-RSN0029,7025,21
SW-RSN0029,7053,21
SW-RSN0029,7125,21
SW-RSN0029,7726,21
SW-RSN0029,7859,20
SW-RSN0029,8806,21
SW-RSN0029,8807,21
SW-RSN0029,8944,20
SW-RSN0029,9068,21
SW-RSN0029,9073,21
SW-RSN0029,9190,20
SW-RSN0029,9267,20
SW-RSN0029,9274,21
SW-RSN0029,9276,21
SW-RSN0029,9339,21
SW-RSN0029,9341,18
SW-RSN0029,9342,18
SW-RSN0029,9343,21
SW-RSN0029,9344,21
SW-RSN0029,9345,21
SW-RSN0029,9348,21
SW-RSN0029,9446,20
SW-RSN0029,9447,20
SW-RSN0029,9756,21
SW-RSN0029,9861,21
SW-RSN0029,9883,21
SW-RSN0029,9901,21
SW-RSN0029,9924,21
SW-RSN0285,0061,23
SW-RSN0285,0076,24
SW-RSN0285,0077,24
SW-RSN0285,0111,24
SW-RSN0285,0116,24
SW-RSN0285,0117,24
SW-RSN0285,0118,24
SW-RSN0285,0119,23
SW-RSN0285,0162,24
SW-RSN0285,0172,24
SW-RSN0285,0180,23
SW-RSN0285,0182,24
SW-RSN0285,0301,24
SW-RSN0285,0348,24
SW-RSN0285,2896,5
SW-RSN0285,9686,24
SW-RSN0285,9901,24
SW-RSN0285,9924,24
SW-RSN0397,0061,24
SW-RSN0397,0076,24
SW-RSN0397,0077,24
SW-RSN0397,0111,24
SW-RSN0397,0116,24
SW-RSN0397,0117,24
SW-RSN0397,0118,24
SW-RSN0397,0119,24
SW-RSN0397,0135,1
SW-RSN0397,0162,23
SW-RSN0397,0172,23
SW-RSN0397,0180,24
SW-RSN0397,0182,24
SW-RSN0397,0301,23
SW-RSN0397,0348,24
SW-RSN0397,2896,8
SW-RSN0397,9901,24
SW-RSN0397,9924,24
SW-RSN0621,0061,15
SW-RSN0621,0076,15
SW-RSN0621,0077,15
SW-RSN0621,0111,15
SW-RSN0621,0116,15
SW-RSN0621,0117,15
SW-RSN0621,0118,15
SW-RSN0621,0119,15
SW-RSN0621,0135,3
SW-RSN0621,0162,15
SW-RSN0621,0172,15
SW-RSN0621,0180,15
SW-RSN0621,0182,15
SW-RSN0621,0301,15
SW-RSN0621,0348,15
SW-RSN0621,2896,3
SW-RSN0621,9901,15
SW-RSN0621,9924,15
SW-RSN0653,0061,15
SW-RSN0653,0076,15
SW-RSN0653,0077,15
SW-RSN0653,0111,15
SW-RSN0653,0116,15
SW-RSN0653,0117,15
SW-RSN0653,0118,15
SW-RSN0653,0119,15
SW-RSN0653,0135,5
SW-RSN0653,0162,15
SW-RSN0653,0172,15
SW-RSN0653,0180,15
SW-RSN0653,0182,15
SW-RSN0653,0301,15
SW-RSN0653,0348,15
SW-RSN0653,2896,4
SW-RSN0653,9901,15
SW-RSN0653,9924,15
SW-RSN0845,0061,12
SW-RSN0845,0076,12
SW-RSN0845,0077,12
SW-RSN0845,0111,12
SW-RSN0845,0116,12
SW-RSN0845,0117,12
SW-RSN0845,0118,12
SW-RSN0845,0119,12
SW-RSN0845,0162,12
SW-RSN0845,0172,12
SW-RSN0845,0180,12
SW-RSN0845,0182,12
SW-RSN0845,0301,12
SW-RSN0845,0348,5
SW-RSN0845,9901,12
SW-RSN0845,9924,12
SW-RSN1197,0052,8
SW-RSN1197,0061,11
SW-RSN1197,0073,7
SW-RSN1197,0076,11
SW-RSN1197,0077,11
SW-RSN1197,0106,8
SW-RSN1197,0111,11
SW-RSN1197,0116,11
SW-RSN1197,0117,11
SW-RSN1197,0118,11
SW-RSN1197,0119,11
SW-RSN1197,0158,8
SW-RSN1197,0162,11
SW-RSN1197,0163,8
SW-RSN1197,0172,11
SW-RSN1197,0180,11
SW-RSN1197,0182,11
SW-RSN1197,0205,8
SW-RSN1197,0209,8
SW-RSN1197,0235,8
SW-RSN1197,0239,8
SW-RSN1197,0301,11
SW-RSN1197,0348,11
SW-RSN1197,0714,7
SW-RSN1197,0731,7
SW-RSN1197,0733,7
SW-RSN1197,0736,7
SW-RSN1197,0746,7
SW-RSN1197,2896,5
SW-RSN1197,3004,8
SW-RSN1197,3007,8
SW-RSN1197,3086,8
SW-RSN1197,3117,8
SW-RSN1197,3118,8
SW-RSN1197,3130,8
SW-RSN1197,3341,8
SW-RSN1197,3377,8
SW-RSN1197,3399,8
SW-RSN1197,3400,8
SW-RSN1197,3408,8
SW-RSN1197,3409,8
SW-RSN1197,3410,8
SW-RSN1197,3475,8
SW-RSN1197,3545,8
SW-RSN1197,3546,8
SW-RSN1197,3547,8
SW-RSN1197,3548,8
SW-RSN1197,3549,8
SW-RSN1197,3550,8
SW-RSN1197,3551,8
SW-RSN1197,3552,8
SW-RSN1197,3555,8
SW-RSN1197,3790,8
SW-RSN1197,3791,8
SW-RSN1197,3792,8
SW-RSN1197,3811,8
SW-RSN1197,3878,8
SW-RSN1197,3925,8
SW-RSN1197,4064,8
SW-RSN1197,4065,8
SW-RSN1197,4201,8
SW-RSN1197,4820,8
SW-RSN1197,4821,8
SW-RSN1197,4822,8
SW-RSN1197,4994,8
SW-RSN1197,5042,7
SW-RSN1197,5047,8
SW-RSN1197,5050,8
SW-RSN1197,5446,7
SW-RSN1197,5732,6
SW-RSN1197,5889,8
SW-RSN1197,6037,8
SW-RSN1197,6399,7
SW-RSN1197,6449,7
SW-RSN1197,6450,8
SW-RSN1197,6458,8
SW-RSN1197,6460,8
SW-RSN1197,6620,8
SW-RSN1197,6671,8
SW-RSN1197,6672,8
SW-RSN1197,6673,8
SW-RSN1197,6693,8
SW-RSN1197,6724,8
SW-RSN1197,6760,8
SW-RSN1197,6955,8
SW-RSN1197,6971,8
SW-RSN1197,6972,7
SW-RSN1197,6980,8
SW-RSN1197,6987,8
SW-RSN1197,7025,8
SW-RSN1197,7053,8
SW-RSN1197,7125,8
SW-RSN1197,7726,8
SW-RSN1197,7859,8
SW-RSN1197,8806,8
SW-RSN1197,8807,8
SW-RSN1197,8944,6
SW-RSN1197,9068,8
SW-RSN1197,9073,8
SW-RSN1197,9190,8
SW-RSN1197,9267,8
SW-RSN1197,9274,8
SW-RSN1197,9276,7
SW-RSN1197,9339,8
SW-RSN1197,9341,4
SW-RSN1197,9342,6
SW-RSN1197,9343,8
SW-RSN1197,9344,8
SW-RSN1197,9345,8
SW-RSN1197,9348,8
SW-RSN1197,9446,8
SW-RSN1197,9447,8
SW-RSN1197,9756,8
SW-RSN1197,9861,8
SW-RSN1197,9883,8
SW-RSN1197,9901,11
SW-RSN1197,9924,11
